ANIO,MES,FECHA,FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,S_RESIDENCIAL_E,S_NO_RESIDENCIAL_E,S_TOTAL_E
2014,02,15FEB2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"286,650","58,274","344,924"
2014,03,15MAR2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,114","58,673","345,787"
2014,04,15APR2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,258","58,930","346,188"
2014,05,15MAY2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,520","59,245","346,765"
2014,06,15JUN2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,661","59,465","347,126"
2014,07,15JUL2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,476","59,630","347,106"
2014,08,15AUG2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"287,982","59,796","347,778"
2014,09,15SEP2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"288,815","59,997","348,812"
2014,10,15OCT2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"289,197","60,294","349,491"
2014,11,15NOV2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"289,784","60,422","350,206"
2014,12,15DEC2014,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"260,353","57,563","317,916"
2015,01,15JAN2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"262,521","57,946","320,467"
2015,02,15FEB2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"263,280","58,212","321,492"
2015,03,15MAR2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"267,234","58,779","326,013"
2015,04,15APR2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"267,276","59,019","326,295"
2015,05,15MAY2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"269,744","59,697","329,441"
2015,06,15JUN2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"270,658","60,291","330,949"
2015,07,15JUL2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"273,381","60,923","334,304"
2015,08,15AUG2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"274,519","61,525","336,044"
2015,09,15SEP2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"274,550","61,985","336,535"
2015,10,15OCT2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"276,856","62,685","339,541"
2015,11,15NOV2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"277,921","63,058","340,979"
2015,12,15DEC2015,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"280,324","63,199","343,523"
2016,01,15JAN2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"281,427","63,545","344,972"
2016,02,15FEB2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"282,007","64,129","346,136"
2016,03,15MAR2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"283,091","64,444","347,535"
2016,04,15APR2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"284,304","64,915","349,219"
2016,05,15MAY2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"285,108","65,289","350,397"
2016,06,15JUN2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"286,431","65,793","352,224"
2016,07,15JUL2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"292,470","66,381","358,851"
2016,08,15AUG2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"292,291","66,565","358,856"
2016,09,15SEP2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"293,674","66,963","360,637"
2016,10,15OCT2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"293,331","70,886","364,217"
2016,11,15NOV2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"293,781","71,535","365,316"
2016,12,15DEC2016,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"296,366","71,985","368,351"
2017,01,15JAN2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"301,500","69,273","370,773"
2017,02,15FEB2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"300,245","69,657","369,902"
2017,03,15MAR2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"302,596","70,557","373,153"
2017,04,15APR2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"302,843","70,855","373,698"
2017,05,15MAY2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"303,664","71,353","375,017"
2017,06,15JUN2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"303,850","71,781","375,631"
2017,07,15JUL2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"303,971","72,040","376,011"
2017,08,15AUG2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"306,428","72,941","379,369"
2017,09,15SEP2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"305,543","73,235","378,778"
2017,10,15OCT2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"306,091","73,763","379,854"
2017,11,15NOV2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"306,387","74,101","380,488"
2017,12,15DEC2017,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"308,262","74,245","382,507"
2018,01,15JAN2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"310,577","72,647","383,224"
2018,02,15FEB2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"308,478","72,880","381,358"
2018,03,15MAR2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"312,174","73,773","385,947"
2018,04,15APR2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"312,705","77,026","389,731"
2018,05,15MAY2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"311,493","77,113","388,606"
2018,06,15JUN2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"312,659","77,658","390,317"
2018,07,15JUL2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"312,364","77,891","390,255"
2018,08,15AUG2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"312,973","78,552","391,525"
2018,09,15SEP2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"334,786","82,102","416,888"
2018,10,15OCT2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"317,472","75,600","393,072"
2018,11,15NOV2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"321,747","76,281","398,028"
2018,12,15DEC2018,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"328,566","77,001","405,567"
2019,01,15JAN2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"331,540","77,364","408,904"
2019,02,15FEB2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"333,750","77,488","411,238"
2019,03,15MAR2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"334,940","77,772","412,712"
2019,04,15APR2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"338,222","78,097","416,319"
2019,05,15MAY2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"340,094","78,430","418,524"
2019,06,15JUN2019,100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",C578,TELNOR,G006,AMÉRICA MÓVIL,"342,732","78,743","421,475"
2015,07,15JUL2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"29,576",,"29,576"
2015,08,15AUG2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,095",,"30,095"
2015,09,15SEP2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,662",,"30,662"
2015,10,15OCT2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,616",596,"31,212"
2015,11,15NOV2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,911",611,"31,522"
2015,12,15DEC2015,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,012",626,"31,638"
2016,01,15JAN2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,244",624,"31,868"
2016,02,15FEB2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,477",622,"32,099"
2016,03,15MAR2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,694",620,"32,314"
2016,04,15APR2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,926",618,"32,544"
2016,05,15MAY2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,151",616,"32,767"
2016,06,15JUN2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,383",614,"32,997"
2016,07,15JUL2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,608",612,"33,220"
2016,08,15AUG2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,840",610,"33,450"
2016,09,15SEP2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,073",608,"33,681"
2016,10,15OCT2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,298",606,"33,904"
2016,11,15NOV2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,530",604,"34,134"
2016,12,15DEC2016,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,755",602,"34,357"
2017,01,15JAN2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,987",600,"34,587"
2017,02,15FEB2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,122",611,"34,733"
2017,03,15MAR2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,668",621,"35,289"
2017,04,15APR2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,086",606,"35,692"
2017,05,15MAY2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,530",605,"36,135"
2017,06,15JUN2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"36,376",592,"36,968"
2017,07,15JUL2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"37,332",587,"37,919"
2017,08,15AUG2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"38,003",582,"38,585"
2017,09,15SEP2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"38,670",574,"39,244"
2017,10,15OCT2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"38,707","1,091","39,798"
2017,11,15NOV2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"39,362","1,114","40,476"
2017,12,15DEC2017,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"40,354","1,115","41,469"
2018,01,15JAN2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"41,120","1,105","42,225"
2018,02,15FEB2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"41,853","1,149","43,002"
2018,03,15MAR2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"42,622","1,168","43,790"
2018,04,15APR2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"43,458","1,204","44,662"
2018,05,15MAY2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"44,383","1,293","45,676"
2018,06,15JUN2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"45,117","1,320","46,437"
2018,07,15JUL2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"45,324","1,317","46,641"
2018,08,15AUG2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"45,525","1,334","46,859"
2018,09,15SEP2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"45,861","1,350","47,211"
2018,10,15OCT2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"46,147","1,342","47,489"
2018,11,15NOV2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"46,816","1,202","48,018"
2018,12,15DEC2018,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"47,711","1,359","49,070"
2019,01,15JAN2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"48,419","1,385","49,804"
2019,02,15FEB2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,488","1,115","34,603"
2019,03,15MAR2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,699","1,144","34,843"
2019,04,15APR2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,060","1,053","35,113"
2019,05,15MAY2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,335","1,062","35,397"
2019,06,15JUN2019,100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,550","1,068","35,618"
2013,01,15JAN2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"7,094",,"7,094"
2013,02,15FEB2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"7,371",,"7,371"
2013,03,15MAR2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"7,620",,"7,620"
2013,04,15APR2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"8,032",,"8,032"
2013,05,15MAY2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"8,436",,"8,436"
2013,06,15JUN2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"8,858",,"8,858"
2013,07,15JUL2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"9,272",,"9,272"
2013,08,15AUG2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"9,705",,"9,705"
2013,09,15SEP2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"10,143",,"10,143"
2013,10,15OCT2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"10,578",,"10,578"
2013,11,15NOV2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,031",,"11,031"
2013,12,15DEC2013,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,384",,"11,384"
2014,01,15JAN2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,153",,"12,153"
2014,02,15FEB2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,245",,"12,245"
2014,03,15MAR2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,623",,"12,623"
2014,04,15APR2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,970",,"12,970"
2014,05,15MAY2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,476",,"13,476"
2014,06,15JUN2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,820",,"13,820"
2014,07,15JUL2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"14,259",,"14,259"
2014,08,15AUG2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,797",,"14,797"
2014,09,15SEP2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,319",,"15,319"
2014,10,15OCT2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,967",,"15,967"
2014,11,15NOV2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,428",,"16,428"
2014,12,15DEC2014,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,971",,"16,971"
2015,01,15JAN2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"17,731",,"17,731"
2015,02,15FEB2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"18,304",,"18,304"
2015,03,15MAR2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"18,906",,"18,906"
2015,04,15APR2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"19,566",,"19,566"
2015,05,15MAY2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"20,108",,"20,108"
2015,06,15JUN2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"20,412",,"20,412"
2015,07,15JUL2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"20,814",,"20,814"
2015,08,15AUG2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"21,181",,"21,181"
2015,09,15SEP2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"21,394",,"21,394"
2015,10,15OCT2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"22,256",,"22,256"
2015,11,15NOV2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"23,255",,"23,255"
2015,12,15DEC2015,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"24,093",,"24,093"
2016,01,15JAN2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"24,314",,"24,314"
2016,02,15FEB2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"23,966",,"23,966"
2016,03,15MAR2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"23,959",,"23,959"
2016,04,15APR2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"24,054",,"24,054"
2016,05,15MAY2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"24,125",,"24,125"
2016,06,15JUN2016,100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"24,462",,"24,462"
2013,01,15JAN2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"468,599","115,118","583,717"
2013,02,15FEB2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"480,307","111,445","591,752"
2013,03,15MAR2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"487,153","114,976","602,129"
2013,04,15APR2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"504,139","105,048","609,187"
2013,05,15MAY2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"513,404","101,953","615,357"
2013,06,15JUN2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"524,383","98,534","622,917"
2013,07,15JUL2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"538,525","95,858","634,383"
2013,08,15AUG2013,100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,"557,290","94,496","651,786"
