ANIO,MES,FECHA,FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,S_RESIDENCIAL_E,S_NO_RESIDENCIAL_E,S_TOTAL_E
2017,12,15DEC2017,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"71,836","2,846","74,682"
2018,01,15JAN2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"73,576","2,667","76,243"
2018,02,15FEB2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"73,878","2,686","76,564"
2018,03,15MAR2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"74,599","2,696","77,295"
2018,04,15APR2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"75,358","2,778","78,136"
2018,05,15MAY2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"76,743","2,778","79,521"
2018,06,15JUN2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"77,195","2,833","80,028"
2018,07,15JUL2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"77,063","2,719","79,782"
2018,08,15AUG2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"77,398","2,709","80,107"
2018,09,15SEP2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"77,576","2,983","80,559"
2018,10,15OCT2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"78,530","2,976","81,506"
2018,11,15NOV2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"79,169","2,935","82,104"
2018,12,15DEC2018,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"80,068","2,924","82,992"
2019,01,15JAN2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"81,101","2,954","84,055"
2019,02,15FEB2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"81,696","2,970","84,666"
2019,03,15MAR2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"82,243","2,970","85,213"
2019,04,15APR2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"83,046","3,194","86,240"
2019,05,15MAY2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"84,188","3,237","87,425"
2019,06,15JUN2019,100845,"CV TELECOMUNICACIONES DEL NORTE, S.A. DE C.V.",C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"84,328","3,243","87,571"
2019,04,15APR2019,100850,"CABLE Y COMUNICACION DE CAMPECHE, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,,,"27,137"
2019,05,15MAY2019,100850,"CABLE Y COMUNICACION DE CAMPECHE, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,,,"27,187"
2019,06,15JUN2019,100850,"CABLE Y COMUNICACION DE CAMPECHE, S.A. DE C.V.",C089,CABLEMAS,G004,GRUPO TELEVISA,,,"27,221"
2013,01,15JAN2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,681",,"2,681"
2013,02,15FEB2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,700",,"2,700"
2013,03,15MAR2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,717",,"2,717"
2013,04,15APR2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,783",,"2,783"
2013,05,15MAY2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,846",,"2,846"
2013,06,15JUN2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,911",,"2,911"
2013,07,15JUL2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"2,973",,"2,973"
2013,08,15AUG2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,037",,"3,037"
2013,09,15SEP2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,100",,"3,100"
2013,10,15OCT2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,162",,"3,162"
2013,11,15NOV2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,226",,"3,226"
2013,12,15DEC2013,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,261",,"3,261"
2014,01,15JAN2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,411",,"3,411"
2014,02,15FEB2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,369",,"3,369"
2014,03,15MAR2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,414",,"3,414"
2014,04,15APR2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,442",,"3,442"
2014,05,15MAY2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,515",,"3,515"
2014,06,15JUN2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,542",,"3,542"
2014,07,15JUL2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"3,594",,"3,594"
2014,08,15AUG2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"3,669",,"3,669"
2014,09,15SEP2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"3,738",,"3,738"
2014,10,15OCT2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"3,837",,"3,837"
2014,11,15NOV2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"3,888",,"3,888"
2014,12,15DEC2014,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"3,960",,"3,960"
2015,01,15JAN2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,077",,"4,077"
2015,02,15FEB2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,151",,"4,151"
2015,03,15MAR2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,234",,"4,234"
2015,04,15APR2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,328",,"4,328"
2015,05,15MAY2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,391",,"4,391"
2015,06,15JUN2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,409",,"4,409"
2015,07,15JUL2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,461",,"4,461"
2015,08,15AUG2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,469",,"4,469"
2015,09,15SEP2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,587",,"4,587"
2015,10,15OCT2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,584",,"4,584"
2015,11,15NOV2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,602",,"4,602"
2015,12,15DEC2015,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,710",,"4,710"
2016,01,15JAN2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,760",,"4,760"
2016,02,15FEB2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,738",,"4,738"
2016,03,15MAR2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,668",,"4,668"
2016,04,15APR2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,682",,"4,682"
2016,05,15MAY2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,607",,"4,607"
2016,06,15JUN2016,100855,"TELECABLE DE APIZACO, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"4,679",,"4,679"
2013,01,15JAN2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"511,326","7,731","519,057"
2013,02,15FEB2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"522,030","8,293","530,323"
2013,03,15MAR2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"533,055","9,370","542,425"
2013,04,15APR2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"544,713","10,660","555,373"
2013,05,15MAY2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"556,039","12,388","568,427"
2013,06,15JUN2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"567,364","13,534","580,898"
2013,07,15JUL2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"579,561","14,959","594,520"
2013,08,15AUG2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"593,591","17,997","611,588"
2013,09,15SEP2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"606,918","20,406","627,324"
2013,10,15OCT2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"622,518","22,801","645,319"
2013,11,15NOV2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"631,100","23,753","654,853"
2013,12,15DEC2013,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"640,238","26,226","666,464"
2014,01,15JAN2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"649,355","28,681","678,036"
2014,02,15FEB2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"652,716","29,675","682,391"
2014,03,15MAR2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"653,038","31,927","684,965"
2014,04,15APR2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"658,874","33,837","692,711"
2014,05,15MAY2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"668,019","35,429","703,448"
2014,06,15JUN2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"680,140","37,503","717,643"
2014,07,15JUL2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"686,589","37,745","724,334"
2014,08,15AUG2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"701,385","40,800","742,185"
2014,09,15SEP2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"698,039","41,026","739,065"
2014,10,15OCT2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"705,569","43,549","749,118"
2014,11,15NOV2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"715,862","42,930","758,792"
2014,12,15DEC2014,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"736,324","41,833","778,157"
2015,01,15JAN2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"753,921","42,456","796,377"
2015,02,15FEB2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"768,605","42,857","811,462"
2015,03,15MAR2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"785,027","43,132","828,159"
2015,04,15APR2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"800,674","43,928","844,602"
2015,05,15MAY2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"813,497","44,672","858,169"
2015,06,15JUN2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"830,049","45,132","875,181"
2015,07,15JUL2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"846,208","44,468","890,676"
2015,08,15AUG2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"860,728","44,612","905,340"
2015,09,15SEP2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"876,288","44,850","921,138"
2015,10,15OCT2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"892,124","45,522","937,646"
2015,11,15NOV2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"894,511","47,978","942,489"
2015,12,15DEC2015,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"916,590","45,815","962,405"
2016,01,15JAN2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"923,459","48,762","972,221"
2016,02,15FEB2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"930,327","51,707","982,034"
2016,03,15MAR2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"936,753","54,464","991,217"
2016,04,15APR2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"943,621","57,409","1,001,030"
2016,05,15MAY2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"950,269","60,260","1,010,529"
2016,06,15JUN2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"957,137","63,207","1,020,344"
2016,07,15JUL2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"963,784","66,058","1,029,842"
2016,08,15AUG2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"976,080","68,555","1,044,635"
2016,09,15SEP2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"983,551","69,974","1,053,525"
2016,10,15OCT2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"985,231","70,740","1,055,971"
2016,11,15NOV2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"987,619","71,046","1,058,665"
2016,12,15DEC2016,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"993,704","71,107","1,064,811"
2017,01,15JAN2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"991,768","71,246","1,063,014"
2017,02,15FEB2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"990,745","71,469","1,062,214"
2017,03,15MAR2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"995,893","72,119","1,068,012"
2017,04,15APR2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"999,760","71,997","1,071,757"
2017,05,15MAY2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,008,232","72,338","1,080,570"
2017,06,15JUN2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,016,385","72,789","1,089,174"
2017,07,15JUL2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,028,695","73,259","1,101,954"
2017,08,15AUG2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,042,559","73,701","1,116,260"
2017,09,15SEP2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,050,507","73,630","1,124,137"
2017,10,15OCT2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,064,077","73,904","1,137,981"
2017,11,15NOV2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,069,259","73,675","1,142,934"
2017,12,15DEC2017,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,077,665","73,160","1,150,825"
2018,01,15JAN2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,090,683","71,019","1,161,702"
2018,02,15FEB2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,100,948","71,008","1,171,956"
2018,03,15MAR2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,110,061","70,869","1,180,930"
2018,04,15APR2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,121,156","67,861","1,189,017"
2018,05,15MAY2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,133,444","66,354","1,199,798"
2018,06,15JUN2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,134,671","71,483","1,206,154"
2018,07,15JUL2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,137,873","70,861","1,208,734"
2018,08,15AUG2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,144,196","70,383","1,214,579"
2018,09,15SEP2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,148,267","69,558","1,217,825"
2018,10,15OCT2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,145,406","68,921","1,214,327"
2018,11,15NOV2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,150,545","68,294","1,218,839"
2018,12,15DEC2018,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,156,324","66,520","1,222,844"
2019,01,15JAN2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,160,160","66,116","1,226,276"
2019,02,15FEB2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,161,694","65,657","1,227,351"
2019,03,15MAR2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,167,041","65,170","1,232,211"
2019,04,15APR2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,171,809","64,725","1,236,534"
2019,05,15MAY2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,176,654","64,225","1,240,879"
2019,06,15JUN2019,100865,"CABLEVISION, S.A. DE C.V.",C268,CABLEVISION,G004,GRUPO TELEVISA,"1,177,199","64,599","1,241,798"
2013,01,15JAN2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,544",,"11,544"
2013,02,15FEB2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,545",,"11,545"
2013,03,15MAR2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,545",,"11,545"
2013,04,15APR2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,744",,"11,744"
2013,05,15MAY2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"11,932",,"11,932"
2013,06,15JUN2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,120",,"12,120"
2013,07,15JUL2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,297",,"12,297"
2013,08,15AUG2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,476",,"12,476"
2013,09,15SEP2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,650",,"12,650"
2013,10,15OCT2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,821",,"12,821"
2013,11,15NOV2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"12,995",,"12,995"
2013,12,15DEC2013,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,056",,"13,056"
2014,01,15JAN2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,567",,"13,567"
2014,02,15FEB2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,316",,"13,316"
2014,03,15MAR2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,413",,"13,413"
2014,04,15APR2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,440",,"13,440"
2014,05,15MAY2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,638",,"13,638"
2014,06,15JUN2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,657",,"13,657"
2014,07,15JUL2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,C087,CABLECOM,"13,777",,"13,777"
2014,08,15AUG2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"13,974",,"13,974"
2014,09,15SEP2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,148",,"14,148"
2014,10,15OCT2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,439",,"14,439"
2014,11,15NOV2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,542",,"14,542"
2014,12,15DEC2014,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,723",,"14,723"
2015,01,15JAN2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,071",,"15,071"
2015,02,15FEB2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,248",,"15,248"
2015,03,15MAR2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,472",,"15,472"
2015,04,15APR2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,974",,"15,974"
2015,05,15MAY2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,976",,"15,976"
2015,06,15JUN2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,977",,"15,977"
2015,07,15JUL2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"14,881",,"14,881"
2015,08,15AUG2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,166",,"15,166"
2015,09,15SEP2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,224",,"15,224"
2015,10,15OCT2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"15,496",,"15,496"
2015,11,15NOV2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,044",,"16,044"
2015,12,15DEC2015,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"16,686",,"16,686"
2016,01,15JAN2016,100869,"TELE AZTECA, S.A. DE C.V.",C087,CABLECOM,G004,GRUPO TELEVISA,"17,093",,"17,093"
