ANIO,MES,FECHA,K_GRUPO,GRUPO,MARKET_SHARE
2016,02,15FEB2016,C350,MARCATEL,0.002%
2016,02,15FEB2016,G009,AXTEL,3.009%
2016,03,15MAR2016,G008,MEGACABLE-MCM,12.972%
2016,03,15MAR2016,C611,ULTRAVISION,0.010%
2016,03,15MAR2016,C584,TOTALPLAY,2.439%
2016,03,15MAR2016,G004,GRUPO TELEVISA,20.847%
2016,03,15MAR2016,C373,MAXCOM,1.075%
2016,03,15MAR2016,C259,TRANSTELCO,0.006%
2016,03,15MAR2016,G006,AMÉRICA MÓVIL,59.561%
2016,03,15MAR2016,C010,AIRECABLE,0.011%
2016,03,15MAR2016,C054,AXESAT,0.004%
2016,03,15MAR2016,C350,MARCATEL,0.002%
2016,03,15MAR2016,G009,AXTEL,2.973%
2016,03,15MAR2016,G003,TELEFÓNICA,0.031%
2016,03,15MAR2016,C599,TV REY,0.068%
2016,04,15APR2016,C584,TOTALPLAY,2.547%
2016,04,15APR2016,G004,GRUPO TELEVISA,20.821%
2016,04,15APR2016,G009,AXTEL,2.938%
2016,04,15APR2016,G003,TELEFÓNICA,0.031%
2016,04,15APR2016,G006,AMÉRICA MÓVIL,59.525%
2016,04,15APR2016,C373,MAXCOM,1.055%
2016,04,15APR2016,C599,TV REY,0.067%
2016,04,15APR2016,C259,TRANSTELCO,0.006%
2016,04,15APR2016,C010,AIRECABLE,0.012%
2016,04,15APR2016,C054,AXESAT,0.004%
2016,04,15APR2016,C611,ULTRAVISION,0.011%
2016,04,15APR2016,C350,MARCATEL,0.001%
2016,04,15APR2016,G008,MEGACABLE-MCM,12.982%
2016,05,15MAY2016,G006,AMÉRICA MÓVIL,59.320%
2016,05,15MAY2016,G008,MEGACABLE-MCM,13.050%
2016,05,15MAY2016,G009,AXTEL,2.903%
2016,05,15MAY2016,C584,TOTALPLAY,2.637%
2016,05,15MAY2016,G003,TELEFÓNICA,0.032%
2016,05,15MAY2016,C373,MAXCOM,1.045%
2016,05,15MAY2016,C010,AIRECABLE,0.012%
2016,05,15MAY2016,G004,GRUPO TELEVISA,20.913%
2016,05,15MAY2016,C259,TRANSTELCO,0.006%
2016,05,15MAY2016,C054,AXESAT,0.004%
2016,05,15MAY2016,C611,ULTRAVISION,0.011%
2016,05,15MAY2016,C350,MARCATEL,0.001%
2016,05,15MAY2016,C599,TV REY,0.065%
2016,06,15JUN2016,G006,AMÉRICA MÓVIL,59.057%
2016,06,15JUN2016,C584,TOTALPLAY,2.753%
2016,06,15JUN2016,G004,GRUPO TELEVISA,21.040%
2016,06,15JUN2016,G008,MEGACABLE-MCM,13.129%
2016,06,15JUN2016,C259,TRANSTELCO,0.006%
2016,06,15JUN2016,G003,TELEFÓNICA,0.033%
2016,06,15JUN2016,C373,MAXCOM,1.018%
2016,06,15JUN2016,C599,TV REY,0.064%
2016,06,15JUN2016,C010,AIRECABLE,0.012%
2016,06,15JUN2016,C054,AXESAT,0.005%
2016,06,15JUN2016,C611,ULTRAVISION,0.011%
2016,06,15JUN2016,C350,MARCATEL,0.001%
2016,06,15JUN2016,G009,AXTEL,2.871%
2016,07,15JUL2016,G003,TELEFÓNICA,0.032%
2016,07,15JUL2016,G008,MEGACABLE-MCM,13.111%
2016,07,15JUL2016,C259,TRANSTELCO,0.006%
2016,07,15JUL2016,G009,AXTEL,2.831%
2016,07,15JUL2016,C584,TOTALPLAY,3.136%
2016,07,15JUL2016,G004,GRUPO TELEVISA,21.021%
2016,07,15JUL2016,C373,MAXCOM,0.990%
2016,07,15JUL2016,C010,AIRECABLE,0.012%
2016,07,15JUL2016,G006,AMÉRICA MÓVIL,58.784%
2016,07,15JUL2016,C054,AXESAT,0.002%
2016,07,15JUL2016,C599,TV REY,0.062%
2016,07,15JUL2016,C611,ULTRAVISION,0.011%
2016,07,15JUL2016,C350,MARCATEL,0.001%
2016,08,15AUG2016,C259,TRANSTELCO,0.006%
2016,08,15AUG2016,G006,AMÉRICA MÓVIL,58.505%
2016,08,15AUG2016,C584,TOTALPLAY,3.235%
2016,08,15AUG2016,G004,GRUPO TELEVISA,21.075%
2016,08,15AUG2016,G009,AXTEL,2.806%
2016,08,15AUG2016,G003,TELEFÓNICA,0.033%
2016,08,15AUG2016,C373,MAXCOM,0.977%
2016,08,15AUG2016,C010,AIRECABLE,0.012%
2016,08,15AUG2016,G008,MEGACABLE-MCM,13.276%
2016,08,15AUG2016,C054,AXESAT,0.002%
2016,08,15AUG2016,C611,ULTRAVISION,0.011%
2016,08,15AUG2016,C350,MARCATEL,0.001%
2016,08,15AUG2016,C599,TV REY,0.060%
2016,09,15SEP2016,G008,MEGACABLE-MCM,13.624%
2016,09,15SEP2016,C259,TRANSTELCO,0.006%
2016,09,15SEP2016,C584,TOTALPLAY,3.359%
2016,09,15SEP2016,G003,TELEFÓNICA,0.033%
2016,09,15SEP2016,C010,AIRECABLE,0.013%
2016,09,15SEP2016,C373,MAXCOM,0.953%
2016,09,15SEP2016,G006,AMÉRICA MÓVIL,58.189%
2016,09,15SEP2016,C054,AXESAT,0.002%
2016,09,15SEP2016,C611,ULTRAVISION,0.011%
2016,09,15SEP2016,C350,MARCATEL,0.001%
2016,09,15SEP2016,G004,GRUPO TELEVISA,20.977%
2016,09,15SEP2016,G009,AXTEL,2.776%
2016,09,15SEP2016,C599,TV REY,0.058%
2016,10,15OCT2016,C010,AIRECABLE,0.013%
2016,10,15OCT2016,G008,MEGACABLE-MCM,13.763%
2016,10,15OCT2016,C259,TRANSTELCO,0.006%
2016,10,15OCT2016,G006,AMÉRICA MÓVIL,58.039%
2016,10,15OCT2016,C584,TOTALPLAY,3.483%
2016,10,15OCT2016,G009,AXTEL,2.756%
2016,10,15OCT2016,G004,GRUPO TELEVISA,20.942%
2016,10,15OCT2016,G003,TELEFÓNICA,0.032%
2016,10,15OCT2016,C373,MAXCOM,0.893%
2016,10,15OCT2016,C054,AXESAT,0.002%
2016,10,15OCT2016,C611,ULTRAVISION,0.011%
2016,10,15OCT2016,C350,MARCATEL,0.001%
2016,10,15OCT2016,C599,TV REY,0.058%
2016,11,15NOV2016,G008,MEGACABLE-MCM,13.794%
2016,11,15NOV2016,C259,TRANSTELCO,0.006%
2016,11,15NOV2016,C584,TOTALPLAY,3.589%
2016,11,15NOV2016,G004,GRUPO TELEVISA,20.936%
2016,11,15NOV2016,C010,AIRECABLE,0.013%
2016,11,15NOV2016,C373,MAXCOM,0.833%
2016,11,15NOV2016,C054,AXESAT,0.002%
2016,11,15NOV2016,G006,AMÉRICA MÓVIL,57.990%
2016,11,15NOV2016,G003,TELEFÓNICA,0.032%
2016,11,15NOV2016,C611,ULTRAVISION,0.011%
2016,11,15NOV2016,C350,MARCATEL,0.001%
2016,11,15NOV2016,C599,TV REY,0.059%
2016,11,15NOV2016,G009,AXTEL,2.733%
2016,12,15DEC2016,C010,AIRECABLE,0.013%
2016,12,15DEC2016,C259,TRANSTELCO,0.006%
2016,12,15DEC2016,G006,AMÉRICA MÓVIL,57.958%
2016,12,15DEC2016,C584,TOTALPLAY,3.670%
2016,12,15DEC2016,G008,MEGACABLE-MCM,13.998%
2016,12,15DEC2016,G004,GRUPO TELEVISA,20.801%
2016,12,15DEC2016,G003,TELEFÓNICA,0.032%
2016,12,15DEC2016,C373,MAXCOM,0.775%
2016,12,15DEC2016,G009,AXTEL,2.674%
2016,12,15DEC2016,C054,AXESAT,0.002%
2016,12,15DEC2016,C611,ULTRAVISION,0.010%
2016,12,15DEC2016,C350,MARCATEL,0.001%
2016,12,15DEC2016,C599,TV REY,0.059%
2017,01,15JAN2017,G008,MEGACABLE-MCM,14.112%
2017,01,15JAN2017,C259,TRANSTELCO,0.006%
2017,01,15JAN2017,G004,GRUPO TELEVISA,20.742%
2017,01,15JAN2017,C584,TOTALPLAY,3.770%
2017,01,15JAN2017,C010,AIRECABLE,0.013%
2017,01,15JAN2017,G003,TELEFÓNICA,0.032%
2017,01,15JAN2017,C373,MAXCOM,0.576%
2017,01,15JAN2017,G009,AXTEL,2.744%
2017,01,15JAN2017,C054,AXESAT,0.003%
2017,01,15JAN2017,C611,ULTRAVISION,0.013%
2017,01,15JAN2017,C350,MARCATEL,0.001%
2017,01,15JAN2017,C599,TV REY,0.059%
2017,01,15JAN2017,G006,AMÉRICA MÓVIL,57.930%
2017,02,15FEB2017,C259,TRANSTELCO,0.006%
2017,02,15FEB2017,G006,AMÉRICA MÓVIL,57.815%
2017,02,15FEB2017,C584,TOTALPLAY,3.883%
2017,02,15FEB2017,G004,GRUPO TELEVISA,20.731%
2017,02,15FEB2017,C010,AIRECABLE,0.013%
2017,02,15FEB2017,G003,TELEFÓNICA,0.031%
2017,02,15FEB2017,G009,AXTEL,2.720%
2017,02,15FEB2017,C373,MAXCOM,0.562%
2017,02,15FEB2017,G008,MEGACABLE-MCM,14.163%
2017,02,15FEB2017,C054,AXESAT,0.003%
2017,02,15FEB2017,C611,ULTRAVISION,0.013%
2017,02,15FEB2017,C350,MARCATEL,0.001%
2017,02,15FEB2017,C599,TV REY,0.058%
2017,03,15MAR2017,G008,MEGACABLE-MCM,14.329%
2017,03,15MAR2017,C259,TRANSTELCO,0.006%
2017,03,15MAR2017,C584,TOTALPLAY,4.014%
2017,03,15MAR2017,G004,GRUPO TELEVISA,20.852%
2017,03,15MAR2017,C010,AIRECABLE,0.014%
2017,03,15MAR2017,G006,AMÉRICA MÓVIL,57.445%
2017,03,15MAR2017,C599,TV REY,0.060%
2017,03,15MAR2017,C373,MAXCOM,0.545%
2017,03,15MAR2017,C054,AXESAT,0.003%
2017,03,15MAR2017,C611,ULTRAVISION,0.013%
2017,03,15MAR2017,C350,MARCATEL,0.001%
2017,03,15MAR2017,G003,TELEFÓNICA,0.033%
2017,03,15MAR2017,G009,AXTEL,2.687%
2017,04,15APR2017,C259,TRANSTELCO,0.006%
2017,04,15APR2017,G006,AMÉRICA MÓVIL,57.245%
2017,04,15APR2017,C584,TOTALPLAY,4.106%
2017,04,15APR2017,C010,AIRECABLE,0.014%
2017,04,15APR2017,G004,GRUPO TELEVISA,20.944%
2017,04,15APR2017,G003,TELEFÓNICA,0.032%
2017,04,15APR2017,G008,MEGACABLE-MCM,14.392%
2017,04,15APR2017,C373,MAXCOM,0.533%
2017,04,15APR2017,C599,TV REY,0.061%
2017,04,15APR2017,C054,AXESAT,0.003%
2017,04,15APR2017,C611,ULTRAVISION,0.013%
2017,04,15APR2017,C350,MARCATEL,0.001%
2017,04,15APR2017,G009,AXTEL,2.650%
2017,05,15MAY2017,G008,MEGACABLE-MCM,14.542%
2017,05,15MAY2017,C259,TRANSTELCO,0.006%
2017,05,15MAY2017,G006,AMÉRICA MÓVIL,56.973%
2017,05,15MAY2017,C584,TOTALPLAY,4.171%
2017,05,15MAY2017,G004,GRUPO TELEVISA,21.059%
2017,05,15MAY2017,C010,AIRECABLE,0.014%
2017,05,15MAY2017,G003,TELEFÓNICA,0.032%
2017,05,15MAY2017,C373,MAXCOM,0.516%
2017,05,15MAY2017,C054,AXESAT,0.003%
2017,05,15MAY2017,C599,TV REY,0.061%
2017,05,15MAY2017,C611,ULTRAVISION,0.013%
2017,05,15MAY2017,C350,MARCATEL,0.001%
2017,05,15MAY2017,G009,AXTEL,2.607%
2017,06,15JUN2017,G008,MEGACABLE-MCM,14.758%
2017,06,15JUN2017,C259,TRANSTELCO,0.006%
2017,06,15JUN2017,G006,AMÉRICA MÓVIL,56.553%
2017,06,15JUN2017,C584,TOTALPLAY,4.279%
2017,06,15JUN2017,C010,AIRECABLE,0.014%
2017,06,15JUN2017,G004,GRUPO TELEVISA,21.214%
2017,06,15JUN2017,G003,TELEFÓNICA,0.033%
2017,06,15JUN2017,C373,MAXCOM,0.501%
2017,06,15JUN2017,C054,AXESAT,0.003%
2017,06,15JUN2017,C599,TV REY,0.061%
2017,06,15JUN2017,C611,ULTRAVISION,0.013%
2017,06,15JUN2017,C350,MARCATEL,0.001%
2017,06,15JUN2017,G009,AXTEL,2.564%
2017,07,15JUL2017,G008,MEGACABLE-MCM,14.850%
2017,07,15JUL2017,C259,TRANSTELCO,0.006%
2017,07,15JUL2017,C584,TOTALPLAY,4.383%
2017,07,15JUL2017,C010,AIRECABLE,0.014%
2017,07,15JUL2017,G004,GRUPO TELEVISA,21.453%
2017,07,15JUL2017,G006,AMÉRICA MÓVIL,56.161%
2017,07,15JUL2017,G003,TELEFÓNICA,0.033%
2017,07,15JUL2017,C373,MAXCOM,0.487%
2017,07,15JUL2017,C054,AXESAT,0.004%
2017,07,15JUL2017,C611,ULTRAVISION,0.012%
2017,07,15JUL2017,C350,MARCATEL,0.001%
2017,07,15JUL2017,C599,TV REY,0.062%
2017,07,15JUL2017,G009,AXTEL,2.532%
2017,08,15AUG2017,C259,TRANSTELCO,0.007%
2017,08,15AUG2017,C599,TV REY,0.062%
2017,08,15AUG2017,C010,AIRECABLE,0.014%
2017,08,15AUG2017,C584,TOTALPLAY,4.496%
2017,08,15AUG2017,G006,AMÉRICA MÓVIL,55.962%
2017,08,15AUG2017,G004,GRUPO TELEVISA,21.509%
2017,08,15AUG2017,G003,TELEFÓNICA,0.035%
2017,08,15AUG2017,C373,MAXCOM,0.469%
2017,08,15AUG2017,C054,AXESAT,0.004%
2017,08,15AUG2017,G009,AXTEL,2.480%
2017,08,15AUG2017,C611,ULTRAVISION,0.013%
2017,08,15AUG2017,C350,MARCATEL,0.001%
2017,08,15AUG2017,G008,MEGACABLE-MCM,14.950%
2017,09,15SEP2017,G008,MEGACABLE-MCM,15.120%
2017,09,15SEP2017,C259,TRANSTELCO,0.007%
2017,09,15SEP2017,C599,TV REY,0.062%
2017,09,15SEP2017,C010,AIRECABLE,0.014%
2017,09,15SEP2017,C584,TOTALPLAY,4.623%
2017,09,15SEP2017,G003,TELEFÓNICA,0.035%
2017,09,15SEP2017,C373,MAXCOM,0.447%
2017,09,15SEP2017,C054,AXESAT,0.004%
2017,09,15SEP2017,G004,GRUPO TELEVISA,21.731%
2017,09,15SEP2017,C611,ULTRAVISION,0.013%
2017,09,15SEP2017,C350,MARCATEL,0.001%
2017,09,15SEP2017,G006,AMÉRICA MÓVIL,55.474%
2017,09,15SEP2017,G009,AXTEL,2.471%
2017,10,15OCT2017,C259,TRANSTELCO,0.007%
2017,10,15OCT2017,C010,AIRECABLE,0.014%
2017,10,15OCT2017,G006,AMÉRICA MÓVIL,55.022%
2017,10,15OCT2017,C584,TOTALPLAY,4.735%
2017,10,15OCT2017,C599,TV REY,0.063%
2017,10,15OCT2017,G004,GRUPO TELEVISA,21.970%
2017,10,15OCT2017,G003,TELEFÓNICA,0.035%
2017,10,15OCT2017,C373,MAXCOM,0.433%
2017,10,15OCT2017,C054,AXESAT,0.004%
2017,10,15OCT2017,G008,MEGACABLE-MCM,15.246%
2017,10,15OCT2017,C611,ULTRAVISION,0.013%
2017,10,15OCT2017,C350,MARCATEL,0.001%
2017,10,15OCT2017,G009,AXTEL,2.457%
2017,11,15NOV2017,G008,MEGACABLE-MCM,15.321%
2017,11,15NOV2017,C259,TRANSTELCO,0.007%
2017,11,15NOV2017,C010,AIRECABLE,0.014%
2017,11,15NOV2017,C584,TOTALPLAY,4.869%
2017,11,15NOV2017,G004,GRUPO TELEVISA,22.058%
2017,11,15NOV2017,C599,TV REY,0.064%
2017,11,15NOV2017,G003,TELEFÓNICA,0.034%
2017,11,15NOV2017,C373,MAXCOM,0.418%
2017,11,15NOV2017,G006,AMÉRICA MÓVIL,54.771%
2017,11,15NOV2017,C054,AXESAT,0.004%
2017,11,15NOV2017,C611,ULTRAVISION,0.013%
2017,11,15NOV2017,C350,MARCATEL,0.001%
2017,11,15NOV2017,G009,AXTEL,2.426%
2017,12,15DEC2017,C259,TRANSTELCO,0.006%
2017,12,15DEC2017,C010,AIRECABLE,0.014%
2017,12,15DEC2017,G006,AMÉRICA MÓVIL,54.508%
2017,12,15DEC2017,C584,TOTALPLAY,4.919%
2017,12,15DEC2017,G004,GRUPO TELEVISA,22.196%
2017,12,15DEC2017,G003,TELEFÓNICA,0.034%
2017,12,15DEC2017,C373,MAXCOM,0.395%
2017,12,15DEC2017,C599,TV REY,0.064%
2017,12,15DEC2017,C054,AXESAT,0.004%
2017,12,15DEC2017,C611,ULTRAVISION,0.012%
2017,12,15DEC2017,C350,MARCATEL,0.000%
2017,12,15DEC2017,G008,MEGACABLE-MCM,15.454%
2017,12,15DEC2017,G009,AXTEL,2.393%
2018,01,15JAN2018,G008,MEGACABLE-MCM,15.563%
2018,01,15JAN2018,C259,TRANSTELCO,0.006%
2018,01,15JAN2018,C010,AIRECABLE,0.014%
2018,01,15JAN2018,G006,AMÉRICA MÓVIL,54.267%
2018,01,15JAN2018,C584,TOTALPLAY,4.999%
2018,01,15JAN2018,G004,GRUPO TELEVISA,22.327%
2018,01,15JAN2018,G003,TELEFÓNICA,0.034%
2018,01,15JAN2018,C599,TV REY,0.064%
2018,01,15JAN2018,C373,MAXCOM,0.343%
2018,01,15JAN2018,C054,AXESAT,0.003%
2018,01,15JAN2018,C717,IENTC,0.012%
2018,01,15JAN2018,C611,ULTRAVISION,0.013%
2018,01,15JAN2018,C350,MARCATEL,0.001%
2018,01,15JAN2018,G009,AXTEL,2.355%
2018,02,15FEB2018,G009,AXTEL,2.316%
2018,02,15FEB2018,C259,TRANSTELCO,0.007%
2018,02,15FEB2018,G008,MEGACABLE-MCM,15.626%
2018,02,15FEB2018,C010,AIRECABLE,0.014%
2018,02,15FEB2018,G006,AMÉRICA MÓVIL,53.952%
2018,02,15FEB2018,C584,TOTALPLAY,5.113%
2018,02,15FEB2018,G004,GRUPO TELEVISA,22.514%
2018,02,15FEB2018,G003,TELEFÓNICA,0.035%
2018,02,15FEB2018,C373,MAXCOM,0.333%
2018,02,15FEB2018,C054,AXESAT,0.003%
2018,02,15FEB2018,C599,TV REY,0.062%
2018,02,15FEB2018,C717,IENTC,0.012%
2018,02,15FEB2018,C611,ULTRAVISION,0.013%
2018,02,15FEB2018,C350,MARCATEL,0.001%
2018,03,15MAR2018,C010,AIRECABLE,0.015%
2018,03,15MAR2018,G008,MEGACABLE-MCM,15.681%
2018,03,15MAR2018,C584,TOTALPLAY,5.256%
2018,03,15MAR2018,G004,GRUPO TELEVISA,22.607%
2018,03,15MAR2018,C259,TRANSTELCO,0.006%
2018,03,15MAR2018,G003,TELEFÓNICA,0.034%
2018,03,15MAR2018,C373,MAXCOM,0.322%
2018,03,15MAR2018,C054,AXESAT,0.003%
2018,03,15MAR2018,G006,AMÉRICA MÓVIL,53.707%
2018,03,15MAR2018,C717,IENTC,0.013%
2018,03,15MAR2018,C599,TV REY,0.061%
2018,03,15MAR2018,C611,ULTRAVISION,0.013%
2018,03,15MAR2018,C350,MARCATEL,0.000%
2018,03,15MAR2018,G009,AXTEL,2.282%
2018,04,15APR2018,G008,MEGACABLE-MCM,15.679%
2018,04,15APR2018,G006,AMÉRICA MÓVIL,53.552%
2018,04,15APR2018,C584,TOTALPLAY,5.362%
2018,04,15APR2018,G004,GRUPO TELEVISA,22.674%
2018,04,15APR2018,G009,AXTEL,2.240%
2018,04,15APR2018,G003,TELEFÓNICA,0.033%
2018,04,15APR2018,C373,MAXCOM,0.316%
2018,04,15APR2018,C054,AXESAT,0.003%
2018,04,15APR2018,C725,STARGROUP,0.033%
2018,04,15APR2018,C717,IENTC,0.013%
2018,04,15APR2018,C611,ULTRAVISION,0.013%
2018,04,15APR2018,C350,MARCATEL,0.001%
2018,04,15APR2018,C599,TV REY,0.060%
2018,04,15APR2018,C010,AIRECABLE,0.015%
2018,04,15APR2018,C259,TRANSTELCO,0.006%
2018,05,15MAY2018,G006,AMÉRICA MÓVIL,53.115%
2018,05,15MAY2018,C584,TOTALPLAY,5.511%
2018,05,15MAY2018,G004,GRUPO TELEVISA,22.892%
2018,05,15MAY2018,G003,TELEFÓNICA,0.034%
2018,05,15MAY2018,C373,MAXCOM,0.304%
2018,05,15MAY2018,C054,AXESAT,0.003%
2018,05,15MAY2018,C725,STARGROUP,0.036%
2018,05,15MAY2018,C717,IENTC,0.014%
2018,05,15MAY2018,C611,ULTRAVISION,0.012%
2018,05,15MAY2018,C350,MARCATEL,0.001%
2018,05,15MAY2018,C599,TV REY,0.060%
2018,05,15MAY2018,G009,AXTEL,2.206%
2018,05,15MAY2018,C010,AIRECABLE,0.015%
2018,05,15MAY2018,C259,TRANSTELCO,0.006%
2018,05,15MAY2018,G008,MEGACABLE-MCM,15.790%
2018,06,15JUN2018,G006,AMÉRICA MÓVIL,52.839%
2018,06,15JUN2018,C584,TOTALPLAY,5.574%
2018,06,15JUN2018,G009,AXTEL,2.188%
2018,06,15JUN2018,G004,GRUPO TELEVISA,23.029%
2018,06,15JUN2018,G003,TELEFÓNICA,0.033%
2018,06,15JUN2018,C373,MAXCOM,0.293%
2018,06,15JUN2018,C054,AXESAT,0.003%
2018,06,15JUN2018,C725,STARGROUP,0.038%
2018,06,15JUN2018,C717,IENTC,0.014%
2018,06,15JUN2018,C611,ULTRAVISION,0.011%
2018,06,15JUN2018,C350,MARCATEL,0.000%
2018,06,15JUN2018,C599,TV REY,0.059%
2018,06,15JUN2018,C010,AIRECABLE,0.016%
2018,06,15JUN2018,C259,TRANSTELCO,0.006%
2018,06,15JUN2018,G008,MEGACABLE-MCM,15.894%
2018,07,15JUL2018,C584,TOTALPLAY,5.686%
2018,07,15JUL2018,G004,GRUPO TELEVISA,23.095%
2018,07,15JUL2018,G003,TELEFÓNICA,0.034%
2018,07,15JUL2018,C373,MAXCOM,0.220%
2018,07,15JUL2018,C054,AXESAT,0.003%
2018,07,15JUL2018,C725,STARGROUP,0.042%
2018,07,15JUL2018,C717,IENTC,0.015%
2018,07,15JUL2018,C611,ULTRAVISION,0.010%
2018,07,15JUL2018,C350,MARCATEL,0.001%
2018,07,15JUL2018,C010,AIRECABLE,0.023%
2018,07,15JUL2018,C599,TV REY,0.059%
2018,07,15JUL2018,G009,AXTEL,2.179%
2018,07,15JUL2018,C259,TRANSTELCO,0.007%
2018,07,15JUL2018,G006,AMÉRICA MÓVIL,52.661%
2018,07,15JUL2018,G008,MEGACABLE-MCM,15.967%
2018,08,15AUG2018,G006,AMÉRICA MÓVIL,52.459%
2018,08,15AUG2018,C584,TOTALPLAY,5.841%
2018,08,15AUG2018,G008,MEGACABLE-MCM,16.054%
2018,08,15AUG2018,G004,GRUPO TELEVISA,23.069%
2018,08,15AUG2018,G003,TELEFÓNICA,0.033%
2018,08,15AUG2018,C373,MAXCOM,0.219%
2018,08,15AUG2018,C054,AXESAT,0.003%
2018,08,15AUG2018,C729,NETWEY,0.004%
2018,08,15AUG2018,C725,STARGROUP,0.043%
2018,08,15AUG2018,C717,IENTC,0.016%
2018,08,15AUG2018,C611,ULTRAVISION,0.009%
2018,08,15AUG2018,C350,MARCATEL,0.001%
2018,08,15AUG2018,C010,AIRECABLE,0.023%
2018,08,15AUG2018,C599,TV REY,0.058%
2018,08,15AUG2018,G009,AXTEL,2.162%
2018,08,15AUG2018,C259,TRANSTELCO,0.007%
2018,09,15SEP2018,G006,AMÉRICA MÓVIL,52.232%
2018,09,15SEP2018,C584,TOTALPLAY,5.969%
2018,09,15SEP2018,G004,GRUPO TELEVISA,23.099%
2018,09,15SEP2018,G003,TELEFÓNICA,0.033%
2018,09,15SEP2018,C373,MAXCOM,0.215%
2018,09,15SEP2018,C054,AXESAT,0.003%
2018,09,15SEP2018,C729,NETWEY,0.007%
2018,09,15SEP2018,C725,STARGROUP,0.044%
2018,09,15SEP2018,C717,IENTC,0.016%
2018,09,15SEP2018,C611,ULTRAVISION,0.009%
2018,09,15SEP2018,C350,MARCATEL,0.000%
2018,09,15SEP2018,C010,AIRECABLE,0.024%
2018,09,15SEP2018,C599,TV REY,0.057%
2018,09,15SEP2018,G009,AXTEL,2.146%
2018,09,15SEP2018,C259,TRANSTELCO,0.007%
2018,09,15SEP2018,G008,MEGACABLE-MCM,16.139%
2018,10,15OCT2018,G007,AT&T,0.801%
2018,10,15OCT2018,G006,AMÉRICA MÓVIL,51.518%
2018,10,15OCT2018,C584,TOTALPLAY,6.194%
2018,10,15OCT2018,G004,GRUPO TELEVISA,22.962%
2018,10,15OCT2018,G003,TELEFÓNICA,0.034%
2018,10,15OCT2018,C373,MAXCOM,0.195%
2018,10,15OCT2018,G002,DISH-MVS,0.013%
2018,10,15OCT2018,C054,AXESAT,0.003%
2018,10,15OCT2018,G009,AXTEL,2.121%
2018,10,15OCT2018,C730,EDILAR,0.000%
2018,10,15OCT2018,C729,NETWEY,0.011%
2018,10,15OCT2018,C725,STARGROUP,0.046%
2018,10,15OCT2018,C717,IENTC,0.017%
2018,10,15OCT2018,C350,MARCATEL,0.000%
2018,10,15OCT2018,C611,ULTRAVISION,0.008%
2018,10,15OCT2018,C010,AIRECABLE,0.024%
2018,10,15OCT2018,C599,TV REY,0.057%
2018,10,15OCT2018,C259,TRANSTELCO,0.007%
2018,10,15OCT2018,G008,MEGACABLE-MCM,15.990%
2018,11,15NOV2018,G007,AT&T,0.787%
2018,11,15NOV2018,G006,AMÉRICA MÓVIL,51.338%
2018,11,15NOV2018,C584,TOTALPLAY,6.391%
2018,11,15NOV2018,G004,GRUPO TELEVISA,22.990%
2018,11,15NOV2018,G003,TELEFÓNICA,0.035%
2018,11,15NOV2018,C373,MAXCOM,0.193%
2018,11,15NOV2018,G002,DISH-MVS,0.030%
2018,11,15NOV2018,C054,AXESAT,0.003%
2018,11,15NOV2018,C730,EDILAR,0.000%
2018,11,15NOV2018,C729,NETWEY,0.019%
2018,11,15NOV2018,C725,STARGROUP,0.048%
2018,11,15NOV2018,C717,IENTC,0.017%
2018,11,15NOV2018,C350,MARCATEL,0.000%
2018,11,15NOV2018,C611,ULTRAVISION,0.010%
2018,11,15NOV2018,C010,AIRECABLE,0.024%
2018,11,15NOV2018,C599,TV REY,0.057%
2018,11,15NOV2018,G009,AXTEL,2.100%
2018,11,15NOV2018,C259,TRANSTELCO,0.007%
2018,11,15NOV2018,G008,MEGACABLE-MCM,15.951%
2018,12,15DEC2018,G007,AT&T,0.770%
2018,12,15DEC2018,G006,AMÉRICA MÓVIL,52.408%
2018,12,15DEC2018,C584,TOTALPLAY,6.519%
2018,12,15DEC2018,G004,GRUPO TELEVISA,23.012%
2018,12,15DEC2018,G003,TELEFÓNICA,0.035%
2018,12,15DEC2018,C373,MAXCOM,0.192%
2018,12,15DEC2018,C054,AXESAT,0.003%
2018,12,15DEC2018,G002,DISH-MVS,0.043%
2018,12,15DEC2018,C730,EDILAR,0.000%
2018,12,15DEC2018,C729,NETWEY,0.028%
2018,12,15DEC2018,C725,STARGROUP,0.048%
2018,12,15DEC2018,C717,IENTC,0.018%
2018,12,15DEC2018,C350,MARCATEL,0.000%
2018,12,15DEC2018,C611,ULTRAVISION,0.013%
2018,12,15DEC2018,C010,AIRECABLE,0.024%
2018,12,15DEC2018,C599,TV REY,0.056%
2018,12,15DEC2018,G009,AXTEL,0.782%
2018,12,15DEC2018,C259,TRANSTELCO,0.007%
2018,12,15DEC2018,G008,MEGACABLE-MCM,16.041%
2019,01,15JAN2019,G007,AT&T,0.760%
2019,01,15JAN2019,G006,AMÉRICA MÓVIL,52.511%
2019,01,15JAN2019,C584,TOTALPLAY,6.702%
2019,01,15JAN2019,G004,GRUPO TELEVISA,23.161%
2019,01,15JAN2019,C165,ELARA,0.015%
2019,01,15JAN2019,G003,TELEFÓNICA,0.034%
2019,01,15JAN2019,C373,MAXCOM,0.171%
2019,01,15JAN2019,C054,AXESAT,0.003%
2019,01,15JAN2019,G002,DISH-MVS,0.068%
2019,01,15JAN2019,C730,EDILAR,0.000%
2019,01,15JAN2019,C729,NETWEY,0.036%
