FOLIO,CONCESIONARIO,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,K_ENTIDAD,ENTIDAD,FECHA,ANIO,MES,K_ACCESO_INTERNET,TECNO_ACCESO_INTERNET,A_TOTAL_E,A_RESIDENCIAL_E,A_NO_RESIDENCIAL_E
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,24,San Luis Potosí,15MAY2019,2019,05,03,Fibra Óptica,"53,023","50,444","2,579"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,24,San Luis Potosí,15JUN2019,2019,06,03,Fibra Óptica,"54,480","51,834","2,646"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUL2016,2016,07,03,Fibra Óptica,52,,52
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15AUG2016,2016,08,03,Fibra Óptica,52,,52
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15SEP2016,2016,09,03,Fibra Óptica,55,,55
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15OCT2016,2016,10,03,Fibra Óptica,56,,56
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15NOV2016,2016,11,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15DEC2016,2016,12,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JAN2017,2017,01,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15FEB2017,2017,02,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAR2017,2017,03,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15APR2017,2017,04,03,Fibra Óptica,57,,57
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAY2017,2017,05,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUN2017,2017,06,03,Fibra Óptica,55,,55
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUL2017,2017,07,03,Fibra Óptica,55,,55
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15AUG2017,2017,08,03,Fibra Óptica,56,,56
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15SEP2017,2017,09,03,Fibra Óptica,57,,57
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15OCT2017,2017,10,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15NOV2017,2017,11,03,Fibra Óptica,59,,59
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15DEC2017,2017,12,03,Fibra Óptica,63,,63
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JAN2018,2018,01,03,Fibra Óptica,64,,64
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15FEB2018,2018,02,03,Fibra Óptica,64,,64
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAR2018,2018,03,03,Fibra Óptica,66,,66
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15APR2018,2018,04,03,Fibra Óptica,74,,74
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAY2018,2018,05,03,Fibra Óptica,87,,87
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUN2018,2018,06,03,Fibra Óptica,87,,87
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUL2018,2018,07,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15AUG2018,2018,08,03,Fibra Óptica,79,,79
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15SEP2018,2018,09,03,Fibra Óptica,77,,77
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15OCT2018,2018,10,03,Fibra Óptica,255,,255
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15NOV2018,2018,11,03,Fibra Óptica,259,,259
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15DEC2018,2018,12,03,Fibra Óptica,268,,268
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JAN2019,2019,01,03,Fibra Óptica,88,,88
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15FEB2019,2019,02,03,Fibra Óptica,95,,95
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAR2019,2019,03,03,Fibra Óptica,95,,95
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15APR2019,2019,04,03,Fibra Óptica,123,,123
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15MAY2019,2019,05,03,Fibra Óptica,142,,142
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,25,Sinaloa,15JUN2019,2019,06,03,Fibra Óptica,155,,155
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUL2016,2016,07,03,Fibra Óptica,"1,080",,"1,080"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15AUG2016,2016,08,03,Fibra Óptica,"1,095",,"1,095"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15SEP2016,2016,09,03,Fibra Óptica,"1,120",,"1,120"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15OCT2016,2016,10,03,Fibra Óptica,"1,143",,"1,143"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15NOV2016,2016,11,03,Fibra Óptica,"1,145",,"1,145"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15DEC2016,2016,12,03,Fibra Óptica,"1,145",,"1,145"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JAN2017,2017,01,03,Fibra Óptica,"1,163",,"1,163"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15FEB2017,2017,02,03,Fibra Óptica,"1,162",,"1,162"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAR2017,2017,03,03,Fibra Óptica,"1,181",,"1,181"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15APR2017,2017,04,03,Fibra Óptica,"1,147",,"1,147"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAY2017,2017,05,03,Fibra Óptica,"1,135",,"1,135"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUN2017,2017,06,03,Fibra Óptica,"1,133",,"1,133"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUL2017,2017,07,03,Fibra Óptica,"1,131",,"1,131"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15AUG2017,2017,08,03,Fibra Óptica,"1,124",,"1,124"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15SEP2017,2017,09,03,Fibra Óptica,"1,107",,"1,107"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15OCT2017,2017,10,03,Fibra Óptica,"1,096",,"1,096"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15NOV2017,2017,11,03,Fibra Óptica,"1,086",,"1,086"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15DEC2017,2017,12,03,Fibra Óptica,"1,076",,"1,076"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JAN2018,2018,01,03,Fibra Óptica,"1,067",,"1,067"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15FEB2018,2018,02,03,Fibra Óptica,"1,058",,"1,058"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAR2018,2018,03,03,Fibra Óptica,"1,062",,"1,062"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15APR2018,2018,04,03,Fibra Óptica,"1,092",,"1,092"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAY2018,2018,05,03,Fibra Óptica,"1,091",,"1,091"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUN2018,2018,06,03,Fibra Óptica,"1,077",,"1,077"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUL2018,2018,07,03,Fibra Óptica,"1,031",,"1,031"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15AUG2018,2018,08,03,Fibra Óptica,"1,026",,"1,026"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15SEP2018,2018,09,03,Fibra Óptica,988,,988
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15OCT2018,2018,10,03,Fibra Óptica,"1,466",,"1,466"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15NOV2018,2018,11,03,Fibra Óptica,"1,511",,"1,511"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15DEC2018,2018,12,03,Fibra Óptica,"1,532",,"1,532"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JAN2019,2019,01,03,Fibra Óptica,"1,561",,"1,561"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15FEB2019,2019,02,03,Fibra Óptica,"1,593",,"1,593"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAR2019,2019,03,03,Fibra Óptica,"1,637",,"1,637"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15APR2019,2019,04,03,Fibra Óptica,"1,654",,"1,654"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15MAY2019,2019,05,03,Fibra Óptica,"1,686",,"1,686"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,26,Sonora,15JUN2019,2019,06,03,Fibra Óptica,"1,706",,"1,706"
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUL2016,2016,07,03,Fibra Óptica,68,,68
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15AUG2016,2016,08,03,Fibra Óptica,69,,69
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15SEP2016,2016,09,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15OCT2016,2016,10,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15NOV2016,2016,11,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15DEC2016,2016,12,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JAN2017,2017,01,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15FEB2017,2017,02,03,Fibra Óptica,68,,68
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAR2017,2017,03,03,Fibra Óptica,66,,66
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15APR2017,2017,04,03,Fibra Óptica,65,,65
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAY2017,2017,05,03,Fibra Óptica,65,,65
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUN2017,2017,06,03,Fibra Óptica,65,,65
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUL2017,2017,07,03,Fibra Óptica,64,,64
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15AUG2017,2017,08,03,Fibra Óptica,60,,60
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15SEP2017,2017,09,03,Fibra Óptica,59,,59
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15OCT2017,2017,10,03,Fibra Óptica,59,,59
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15NOV2017,2017,11,03,Fibra Óptica,58,,58
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15DEC2017,2017,12,03,Fibra Óptica,59,,59
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JAN2018,2018,01,03,Fibra Óptica,59,,59
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15FEB2018,2018,02,03,Fibra Óptica,54,,54
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAR2018,2018,03,03,Fibra Óptica,54,,54
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15APR2018,2018,04,03,Fibra Óptica,61,,61
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAY2018,2018,05,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUN2018,2018,06,03,Fibra Óptica,73,,73
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUL2018,2018,07,03,Fibra Óptica,42,,42
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15AUG2018,2018,08,03,Fibra Óptica,47,,47
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15SEP2018,2018,09,03,Fibra Óptica,52,,52
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15OCT2018,2018,10,03,Fibra Óptica,77,,77
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15NOV2018,2018,11,03,Fibra Óptica,78,,78
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15DEC2018,2018,12,03,Fibra Óptica,78,,78
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JAN2019,2019,01,03,Fibra Óptica,46,,46
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15FEB2019,2019,02,03,Fibra Óptica,49,,49
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAR2019,2019,03,03,Fibra Óptica,63,,63
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15APR2019,2019,04,03,Fibra Óptica,76,,76
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15MAY2019,2019,05,03,Fibra Óptica,94,,94
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,27,Tabasco,15JUN2019,2019,06,03,Fibra Óptica,109,,109
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JUL2016,2016,07,03,Fibra Óptica,65,,65
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15AUG2016,2016,08,03,Fibra Óptica,66,,66
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15SEP2016,2016,09,03,Fibra Óptica,67,,67
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15OCT2016,2016,10,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15NOV2016,2016,11,03,Fibra Óptica,74,,74
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15DEC2016,2016,12,03,Fibra Óptica,74,,74
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JAN2017,2017,01,03,Fibra Óptica,75,,75
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15FEB2017,2017,02,03,Fibra Óptica,74,,74
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15MAR2017,2017,03,03,Fibra Óptica,74,,74
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15APR2017,2017,04,03,Fibra Óptica,73,,73
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15MAY2017,2017,05,03,Fibra Óptica,73,,73
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JUN2017,2017,06,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JUL2017,2017,07,03,Fibra Óptica,71,,71
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15AUG2017,2017,08,03,Fibra Óptica,71,,71
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15SEP2017,2017,09,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15OCT2017,2017,10,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15NOV2017,2017,11,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15DEC2017,2017,12,03,Fibra Óptica,73,,73
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JAN2018,2018,01,03,Fibra Óptica,72,,72
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15FEB2018,2018,02,03,Fibra Óptica,73,,73
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15MAR2018,2018,03,03,Fibra Óptica,76,,76
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15APR2018,2018,04,03,Fibra Óptica,91,,91
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15MAY2018,2018,05,03,Fibra Óptica,92,,92
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JUN2018,2018,06,03,Fibra Óptica,94,,94
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15JUL2018,2018,07,03,Fibra Óptica,83,,83
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15AUG2018,2018,08,03,Fibra Óptica,82,,82
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15SEP2018,2018,09,03,Fibra Óptica,83,,83
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15OCT2018,2018,10,03,Fibra Óptica,332,,332
100467,"TOTAL PLAY TELECOMUNICACIONES, S.A. DE C.V.",C584,TOTALPLAY,C584,TOTALPLAY,28,Tamaulipas,15NOV2018,2018,11,03,Fibra Óptica,332,,332
