FOLIO,CONCESIONARIO,FECHA,ANIO,MES,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,A_TOTAL_E,A_V1_E,A_V2_E,A_V3_E,A_V4_E
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15NOV2018,2018,11,C578,TELNOR,G006,AMÉRICA MÓVIL,"398,028","10,987","9,519","368,889","8,633"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15DEC2018,2018,12,C578,TELNOR,G006,AMÉRICA MÓVIL,"405,567","11,399","9,690","375,889","8,589"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15JAN2019,2019,01,C578,TELNOR,G006,AMÉRICA MÓVIL,"408,904","11,582","9,579","379,165","8,578"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15FEB2019,2019,02,C578,TELNOR,G006,AMÉRICA MÓVIL,"411,238","11,639","9,474","381,549","8,576"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15MAR2019,2019,03,C578,TELNOR,G006,AMÉRICA MÓVIL,"412,712","12,048","9,423","382,664","8,577"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15APR2019,2019,04,C578,TELNOR,G006,AMÉRICA MÓVIL,"416,319","12,220","9,469","373,775","20,855"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15MAY2019,2019,05,C578,TELNOR,G006,AMÉRICA MÓVIL,"418,524","11,986","9,447","376,166","20,925"
100539,"TELEFONOS DEL NOROESTE, S.A. DE C.V.",15JUN2019,2019,06,C578,TELNOR,G006,AMÉRICA MÓVIL,"421,475","12,292","9,456","378,795","20,932"
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUL2015,2015,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"29,576",2,"17,625","11,949",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15AUG2015,2015,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,095",2,"17,264","12,829",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15SEP2015,2015,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"30,662",2,"16,938","13,722",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15OCT2015,2015,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,212",2,"16,694","14,516",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15NOV2015,2015,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,522",2,"16,385","15,135",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15DEC2015,2015,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,638",2,"16,119","15,517",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JAN2016,2016,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"31,868",2,"16,236","15,630",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15FEB2016,2016,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,099",2,"16,354","15,743",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAR2016,2016,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,314",2,"16,463","15,849",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15APR2016,2016,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,544",2,"16,581","15,961",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAY2016,2016,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,767",2,"16,694","16,071",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUN2016,2016,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"32,997",2,"16,811","16,184",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUL2016,2016,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,220",2,"16,925","16,293",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15AUG2016,2016,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,450",2,"17,042","16,406",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15SEP2016,2016,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,681",2,"17,160","16,519",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15OCT2016,2016,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"33,904",2,"17,273","16,628",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15NOV2016,2016,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,134",2,"17,391","16,741",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15DEC2016,2016,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,357",2,"17,504","16,851",0
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JAN2017,2017,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,587",2,"17,621","16,963",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15FEB2017,2017,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,733",2,"17,696","17,035",
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAR2017,2017,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,289",2,"17,979","17,308",
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15APR2017,2017,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,692",2,"18,184","17,505",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAY2017,2017,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"36,135",2,"12,025","24,107",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUN2017,2017,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"36,968",2,"12,468","24,496",2
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUL2017,2017,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"37,919",2,"12,785","25,131",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15AUG2017,2017,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"38,585",,"13,063","25,521",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15SEP2017,2017,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"39,244",,"13,393","25,850",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15OCT2017,2017,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"39,798",,"13,726","26,071",1
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15NOV2017,2017,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"40,476",,"13,728","26,740",8
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15DEC2017,2017,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"41,469",,"14,229","27,227",13
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JAN2018,2018,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"42,225",2,"14,190","28,018",15
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15FEB2018,2018,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"43,002",,"14,067","28,919",16
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAR2018,2018,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"43,790",,"14,030","29,745",15
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15APR2018,2018,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"44,662",2,"13,857","30,786",17
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAY2018,2018,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"45,676",2,"13,713","31,940",21
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUN2018,2018,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"46,437",2,"13,536","32,876",23
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUL2018,2018,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"46,641",,"12,959","33,632",50
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15AUG2018,2018,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"46,859",,"12,218","34,599",42
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15SEP2018,2018,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"47,211",,"11,474","35,697",40
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15OCT2018,2018,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"47,498",,"11,261","36,203",34
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15NOV2018,2018,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"48,029",,"10,791","37,205",33
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15DEC2018,2018,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"49,081",,"10,521","38,511",49
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JAN2019,2019,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"49,813",,"9,823","39,941",49
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15FEB2019,2019,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,606",,"5,769","28,801",36
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAR2019,2019,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"34,847",,"5,557","29,248",42
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15APR2019,2019,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,115",0,"5,600","29,473",42
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15MAY2019,2019,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,400",0,"5,645","29,712",43
100579,"CABLE SISTEMA DE VICTORIA, S.A. DE C.V.",15JUN2019,2019,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"35,618",0,"5,680","29,895",43
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JAN2013,2013,01,C087,CABLECOM,C087,CABLECOM,"7,094","1,963","5,106",25,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15FEB2013,2013,02,C087,CABLECOM,C087,CABLECOM,"7,371","2,040","5,305",26,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAR2013,2013,03,C087,CABLECOM,C087,CABLECOM,"7,620","2,108","5,484",27,1
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15APR2013,2013,04,C087,CABLECOM,C087,CABLECOM,"8,032","2,223","5,781",28,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAY2013,2013,05,C087,CABLECOM,C087,CABLECOM,"8,436","2,334","6,072",30,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUN2013,2013,06,C087,CABLECOM,C087,CABLECOM,"8,858","2,451","6,375",32,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUL2013,2013,07,C087,CABLECOM,C087,CABLECOM,"9,272","2,566","6,673",33,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15AUG2013,2013,08,C087,CABLECOM,C087,CABLECOM,"9,705","2,685","6,985",35,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15SEP2013,2013,09,C087,CABLECOM,C087,CABLECOM,"10,143","2,807","7,300",36,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15OCT2013,2013,10,C087,CABLECOM,C087,CABLECOM,"10,578","2,927","7,613",38,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15NOV2013,2013,11,C087,CABLECOM,C087,CABLECOM,"11,031","3,043","7,946",42,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15DEC2013,2013,12,C087,CABLECOM,C087,CABLECOM,"11,384","3,179","8,161",44,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JAN2014,2014,01,C087,CABLECOM,C087,CABLECOM,"12,153","3,363","8,747",43,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15FEB2014,2014,02,C087,CABLECOM,C087,CABLECOM,"12,245","3,436","8,764",45,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAR2014,2014,03,C087,CABLECOM,C087,CABLECOM,"12,623","3,581","8,999",43,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15APR2014,2014,04,C087,CABLECOM,C087,CABLECOM,"12,970","3,860","9,065",45,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAY2014,2014,05,C087,CABLECOM,C087,CABLECOM,"13,476","4,002","9,427",47,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUN2014,2014,06,C087,CABLECOM,C087,CABLECOM,"13,820","4,280","9,491",49,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUL2014,2014,07,C087,CABLECOM,C087,CABLECOM,"14,259","4,361","9,850",48,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15AUG2014,2014,08,C087,CABLECOM,G004,GRUPO TELEVISA,"14,797","4,634","10,114",49,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15SEP2014,2014,09,C087,CABLECOM,G004,GRUPO TELEVISA,"15,319","4,671","10,597",51,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15OCT2014,2014,10,C087,CABLECOM,G004,GRUPO TELEVISA,"15,967","4,868","11,045",54,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15NOV2014,2014,11,C087,CABLECOM,G004,GRUPO TELEVISA,"16,428","5,009","11,364",55,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15DEC2014,2014,12,C087,CABLECOM,G004,GRUPO TELEVISA,"16,971","5,174","11,740",57,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JAN2015,2015,01,C087,CABLECOM,G004,GRUPO TELEVISA,"17,731","5,406","12,265",60,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15FEB2015,2015,02,C087,CABLECOM,G004,GRUPO TELEVISA,"18,304","5,581","12,662",61,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAR2015,2015,03,C087,CABLECOM,G004,GRUPO TELEVISA,"18,906","5,764","13,078",64,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15APR2015,2015,04,C087,CABLECOM,G004,GRUPO TELEVISA,"19,566","5,965","13,535",66,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAY2015,2015,05,C087,CABLECOM,G004,GRUPO TELEVISA,"20,108","6,131","13,909",68,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUN2015,2015,06,C087,CABLECOM,G004,GRUPO TELEVISA,"20,412","6,223","14,120",69,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUL2015,2015,07,C087,CABLECOM,G004,GRUPO TELEVISA,"20,814","6,346","14,398",70,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15AUG2015,2015,08,C087,CABLECOM,G004,GRUPO TELEVISA,"21,181","6,458","14,652",71,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15SEP2015,2015,09,C087,CABLECOM,G004,GRUPO TELEVISA,"21,394","6,523","14,799",72,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15OCT2015,2015,10,C087,CABLECOM,G004,GRUPO TELEVISA,"22,256","6,786","15,395",75,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15NOV2015,2015,11,C087,CABLECOM,G004,GRUPO TELEVISA,"23,255","7,090","16,086",78,1
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15DEC2015,2015,12,C087,CABLECOM,G004,GRUPO TELEVISA,"24,093","7,346","16,666",81,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JAN2016,2016,01,C087,CABLECOM,G004,GRUPO TELEVISA,"24,314","7,413","16,819",82,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15FEB2016,2016,02,C087,CABLECOM,G004,GRUPO TELEVISA,"23,966","7,307","16,578",81,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAR2016,2016,03,C087,CABLECOM,G004,GRUPO TELEVISA,"23,959","7,305","16,573",81,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15APR2016,2016,04,C087,CABLECOM,G004,GRUPO TELEVISA,"24,054","7,334","16,639",81,0
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15MAY2016,2016,05,C087,CABLECOM,G004,GRUPO TELEVISA,"24,125","7,355","16,688",81,1
100580,"T.V.I. DEL CENTRO, S.A. DE C.V.",15JUN2016,2016,06,C087,CABLECOM,G004,GRUPO TELEVISA,"24,462","7,458","16,921",83,0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JAN2013,2013,01,C089,CABLEMAS,G004,GRUPO TELEVISA,"583,718","2,329","353,011","228,378",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15FEB2013,2013,02,C089,CABLEMAS,G004,GRUPO TELEVISA,"591,754","1,952","359,950","229,852",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAR2013,2013,03,C089,CABLEMAS,G004,GRUPO TELEVISA,"602,129","1,773","367,240","233,116",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15APR2013,2013,04,C089,CABLEMAS,G004,GRUPO TELEVISA,"609,187","2,105","370,408","236,674",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAY2013,2013,05,C089,CABLEMAS,G004,GRUPO TELEVISA,"615,357","1,963","372,706","240,688",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUN2013,2013,06,C089,CABLEMAS,G004,GRUPO TELEVISA,"622,919","1,984","375,695","245,240",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUL2013,2013,07,C089,CABLEMAS,G004,GRUPO TELEVISA,"634,383","1,894","379,054","253,435",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15AUG2013,2013,08,C089,CABLEMAS,G004,GRUPO TELEVISA,"651,787","1,698","384,582","265,507",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15SEP2013,2013,09,C089,CABLEMAS,G004,GRUPO TELEVISA,"668,487","1,663","390,791","276,033",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15OCT2013,2013,10,C089,CABLEMAS,G004,GRUPO TELEVISA,"683,313","1,329","399,097","282,887",0
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15NOV2013,2013,11,C089,CABLEMAS,G004,GRUPO TELEVISA,"697,362","1,264","406,554","289,542",2
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15DEC2013,2013,12,C089,CABLEMAS,G004,GRUPO TELEVISA,"705,201","1,595","409,027","294,576",3
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JAN2014,2014,01,C089,CABLEMAS,G004,GRUPO TELEVISA,"725,225","1,189","422,197","301,834",5
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15FEB2014,2014,02,C089,CABLEMAS,G004,GRUPO TELEVISA,"735,061","1,627","428,904","304,526",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAR2014,2014,03,C089,CABLEMAS,G004,GRUPO TELEVISA,"743,753","1,637","436,135","305,977",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15APR2014,2014,04,C089,CABLEMAS,G004,GRUPO TELEVISA,"751,825","1,649","443,729","306,443",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAY2014,2014,05,C089,CABLEMAS,G004,GRUPO TELEVISA,"766,663","1,053","456,677","308,928",5
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUN2014,2014,06,C089,CABLEMAS,G004,GRUPO TELEVISA,"780,554","1,037","465,420","314,091",5
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUL2014,2014,07,C089,CABLEMAS,G004,GRUPO TELEVISA,"785,108","1,637","470,948","312,517",5
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15AUG2014,2014,08,C089,CABLEMAS,G004,GRUPO TELEVISA,"797,490",996,"482,088","314,402",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15SEP2014,2014,09,C089,CABLEMAS,G004,GRUPO TELEVISA,"812,555",974,"495,863","315,713",5
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15OCT2014,2014,10,C089,CABLEMAS,G004,GRUPO TELEVISA,"828,424","1,769","509,149","317,502",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15NOV2014,2014,11,C089,CABLEMAS,G004,GRUPO TELEVISA,"845,065","1,729","522,561","320,771",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15DEC2014,2014,12,C089,CABLEMAS,G004,GRUPO TELEVISA,"864,403",875,"538,118","325,406",4
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JAN2015,2015,01,C089,CABLEMAS,G004,GRUPO TELEVISA,"888,255","1,780","555,957","330,512",6
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15FEB2015,2015,02,C089,CABLEMAS,G004,GRUPO TELEVISA,"904,996","1,828","566,302","336,859",7
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAR2015,2015,03,C089,CABLEMAS,G004,GRUPO TELEVISA,"925,218",816,"571,832","352,563",7
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15APR2015,2015,04,C089,CABLEMAS,G004,GRUPO TELEVISA,"942,292",441,"570,233","371,264",293
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAY2015,2015,05,C089,CABLEMAS,G004,GRUPO TELEVISA,"957,539",436,"564,272","392,486",287
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUN2015,2015,06,C089,CABLEMAS,G004,GRUPO TELEVISA,"960,247",434,"541,828","417,654",274
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUL2015,2015,07,C089,CABLEMAS,G004,GRUPO TELEVISA,"979,147",429,"527,948","450,314",341
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15AUG2015,2015,08,C089,CABLEMAS,G004,GRUPO TELEVISA,"986,167",422,"504,222","481,036",355
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15SEP2015,2015,09,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,004,157",417,"487,020","516,269",337
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15OCT2015,2015,10,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,012,962",209,"466,597","544,071","1,153"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15NOV2015,2015,11,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,025,289",79,"456,728","566,594","1,041"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15DEC2015,2015,12,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,040,101",61,"440,268","597,541","1,210"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JAN2016,2016,01,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,028,454",60,"435,338","590,850","2,206"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15FEB2016,2016,02,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,033,516",61,"437,481","593,758","2,216"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAR2016,2016,03,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,030,191",60,"436,073","591,848","2,210"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15APR2016,2016,04,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,025,734",60,"434,187","589,287","2,200"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAY2016,2016,05,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,039,554",61,"440,036","597,227","2,230"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUN2016,2016,06,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,061,714",62,"449,417","609,958","2,277"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUL2016,2016,07,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,163,270",68,"492,405","668,302","2,495"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15AUG2016,2016,08,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,174,373",69,"497,104","674,681","2,519"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15SEP2016,2016,09,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,182,867",69,"500,700","679,560","2,538"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15OCT2016,2016,10,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,187,007",70,"502,452","681,939","2,546"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15NOV2016,2016,11,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,191,212",70,"504,232","684,355","2,555"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15DEC2016,2016,12,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,201,492",70,"508,584","690,261","2,577"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JAN2017,2017,01,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,205,915",71,"510,456","692,801","2,587"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15FEB2017,2017,02,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,204,056",71,"509,669","691,733","2,583"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAR2017,2017,03,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,216,737",71,"515,037","699,019","2,610"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15APR2017,2017,04,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,229,759",72,"520,549","706,500","2,638"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15MAY2017,2017,05,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,252,093","2,821","364,761","882,837","1,674"
100590,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",15JUN2017,2017,06,C089,CABLEMAS,G004,GRUPO TELEVISA,"1,271,799","2,945","365,370","901,746","1,738"
