FOLIO,CONCESIONARIO,FECHA,ANIO,MES,K_EMPRESA,EMPRESA,K_GRUPO,GRUPO,A_TOTAL_E,A_V1_E,A_V2_E,A_V3_E,A_V4_E
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15DEC2016,2016,12,C087,CABLECOM,G004,GRUPO TELEVISA,"256,052","76,855","178,757",440,0
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JAN2017,2017,01,C087,CABLECOM,G004,GRUPO TELEVISA,"258,988","77,737","180,807",444,
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15FEB2017,2017,02,C087,CABLECOM,G004,GRUPO TELEVISA,"259,360","77,848","181,066",445,1
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAR2017,2017,03,C087,CABLECOM,G004,GRUPO TELEVISA,"261,069","78,361","182,259",448,1
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15APR2017,2017,04,C087,CABLECOM,G004,GRUPO TELEVISA,"261,293","78,429","182,416",448,
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAY2017,2017,05,C087,CABLECOM,G004,GRUPO TELEVISA,"263,011","17,950","226,811","18,226",24
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JUN2017,2017,06,C087,CABLECOM,G004,GRUPO TELEVISA,"265,844","18,252","226,364","21,200",28
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JUL2017,2017,07,C087,CABLECOM,G004,GRUPO TELEVISA,"270,049","18,360","228,052","23,612",25
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15AUG2017,2017,08,C087,CABLECOM,G004,GRUPO TELEVISA,"275,205","18,271","230,852","26,050",32
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15SEP2017,2017,09,C087,CABLECOM,G004,GRUPO TELEVISA,"277,474","14,407","232,756","30,277",34
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15OCT2017,2017,10,C087,CABLECOM,G004,GRUPO TELEVISA,"278,850","13,368","227,934","37,499",49
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15NOV2017,2017,11,C087,CABLECOM,G004,GRUPO TELEVISA,"283,589","11,190","224,765","47,575",59
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15DEC2017,2017,12,C087,CABLECOM,G004,GRUPO TELEVISA,"288,158","8,825","221,594","57,665",74
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JAN2018,2018,01,C087,CABLECOM,G004,GRUPO TELEVISA,"295,034","6,483","218,178","70,275",98
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15FEB2018,2018,02,C087,CABLECOM,G004,GRUPO TELEVISA,"299,600","5,875","212,186","81,427",112
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAR2018,2018,03,C087,CABLECOM,G004,GRUPO TELEVISA,"303,551","4,238","207,013","92,173",127
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15APR2018,2018,04,C087,CABLECOM,G004,GRUPO TELEVISA,"307,804","3,697","198,592","105,336",179
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAY2018,2018,05,C087,CABLECOM,G004,GRUPO TELEVISA,"310,453","3,349","189,225","117,663",216
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JUN2018,2018,06,C087,CABLECOM,G004,GRUPO TELEVISA,"313,693","3,093","181,261","129,069",270
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JUL2018,2018,07,C087,CABLECOM,G004,GRUPO TELEVISA,"315,849","2,886","172,981","139,689",293
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15AUG2018,2018,08,C087,CABLECOM,G004,GRUPO TELEVISA,"318,323","2,593","163,638","151,816",276
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15SEP2018,2018,09,C087,CABLECOM,G004,GRUPO TELEVISA,"323,066","1,573","158,524","162,672",297
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15OCT2018,2018,10,C087,CABLECOM,G004,GRUPO TELEVISA,"323,880","1,358","148,342","173,866",314
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15NOV2018,2018,11,C087,CABLECOM,G004,GRUPO TELEVISA,"325,930","1,208","139,817","184,580",325
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15DEC2018,2018,12,C087,CABLECOM,G004,GRUPO TELEVISA,"328,832","1,119","132,667","194,708",338
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JAN2019,2019,01,C087,CABLECOM,G004,GRUPO TELEVISA,"334,009","1,019","125,880","206,737",373
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15FEB2019,2019,02,C087,CABLECOM,G004,GRUPO TELEVISA,"338,614",948,"118,864","218,421",381
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAR2019,2019,03,C087,CABLECOM,G004,GRUPO TELEVISA,"343,596",879,"113,042","229,280",395
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15APR2019,2019,04,C087,CABLECOM,G004,GRUPO TELEVISA,"347,775",830,"108,635","237,888",422
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15MAY2019,2019,05,C087,CABLECOM,G004,GRUPO TELEVISA,"351,675",786,"105,186","245,278",425
100669,"TV CABLE DE ORIENTE, S.A. DE C.V.",15JUN2019,2019,06,C087,CABLECOM,G004,GRUPO TELEVISA,"357,277",508,"103,587","252,691",491
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JAN2013,2013,01,C087,CABLECOM,C087,CABLECOM,"46,808","15,352","31,157",299,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15FEB2013,2013,02,C087,CABLECOM,C087,CABLECOM,"46,939","15,395","31,244",300,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAR2013,2013,03,C087,CABLECOM,C087,CABLECOM,"47,058","15,434","31,323",301,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15APR2013,2013,04,C087,CABLECOM,C087,CABLECOM,"47,998","15,742","31,949",307,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAY2013,2013,05,C087,CABLECOM,C087,CABLECOM,"48,891","16,035","32,543",312,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUN2013,2013,06,C087,CABLECOM,C087,CABLECOM,"49,797","16,332","33,146",318,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUL2013,2013,07,C087,CABLECOM,C087,CABLECOM,"50,658","16,615","33,720",323,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15AUG2013,2013,08,C087,CABLECOM,C087,CABLECOM,"51,533","16,902","34,302",329,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15SEP2013,2013,09,C087,CABLECOM,C087,CABLECOM,"52,393","17,184","34,874",335,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15OCT2013,2013,10,C087,CABLECOM,C087,CABLECOM,"53,242","17,462","35,440",340,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15NOV2013,2013,11,C087,CABLECOM,C087,CABLECOM,"54,106","17,746","36,015",345,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15DEC2013,2013,12,C087,CABLECOM,C087,CABLECOM,"54,500","18,552","35,599",348,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JAN2014,2014,01,C087,CABLECOM,C087,CABLECOM,"56,788","20,166","36,254",368,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15FEB2014,2014,02,C087,CABLECOM,C087,CABLECOM,"55,882","20,554","34,965",363,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAR2014,2014,03,C087,CABLECOM,C087,CABLECOM,"56,425","21,666","34,402",357,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15APR2014,2014,04,C087,CABLECOM,C087,CABLECOM,"56,686","22,608","33,731",346,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAY2014,2014,05,C087,CABLECOM,C087,CABLECOM,"57,666","23,824","33,487",355,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUN2014,2014,06,C087,CABLECOM,C087,CABLECOM,"57,899","24,744","32,798",357,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUL2014,2014,07,C087,CABLECOM,C087,CABLECOM,"58,552","25,890","32,313",348,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15AUG2014,2014,08,C087,CABLECOM,G004,GRUPO TELEVISA,"59,547","26,727","32,463",357,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15SEP2014,2014,09,C087,CABLECOM,G004,GRUPO TELEVISA,"60,448","27,223","32,848",377,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15OCT2014,2014,10,C087,CABLECOM,G004,GRUPO TELEVISA,"61,845","27,852","33,607",386,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15NOV2014,2014,11,C087,CABLECOM,G004,GRUPO TELEVISA,"62,448","28,124","33,934",390,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15DEC2014,2014,12,C087,CABLECOM,G004,GRUPO TELEVISA,"63,384","28,545","34,443",396,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JAN2015,2015,01,C087,CABLECOM,G004,GRUPO TELEVISA,"65,046","29,294","35,346",406,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15FEB2015,2015,02,C087,CABLECOM,G004,GRUPO TELEVISA,"65,984","29,716","35,856",412,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAR2015,2015,03,C087,CABLECOM,G004,GRUPO TELEVISA,"67,109","30,223","36,467",419,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15APR2015,2015,04,C087,CABLECOM,G004,GRUPO TELEVISA,"69,003","31,076","37,496",431,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAY2015,2015,05,C087,CABLECOM,G004,GRUPO TELEVISA,"69,723","31,400","37,888",435,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUN2015,2015,06,C087,CABLECOM,G004,GRUPO TELEVISA,"69,851","31,458","37,957",436,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUL2015,2015,07,C087,CABLECOM,G004,GRUPO TELEVISA,"70,257","31,641","38,178",438,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15AUG2015,2015,08,C087,CABLECOM,G004,GRUPO TELEVISA,"70,849","31,907","38,500",442,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15SEP2015,2015,09,C087,CABLECOM,G004,GRUPO TELEVISA,"70,459","31,732","38,288",439,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15OCT2015,2015,10,C087,CABLECOM,G004,GRUPO TELEVISA,"70,043","31,544","38,062",437,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15NOV2015,2015,11,C087,CABLECOM,G004,GRUPO TELEVISA,"70,225","31,626","38,160",438,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15DEC2015,2015,12,C087,CABLECOM,G004,GRUPO TELEVISA,"70,647","31,816","38,390",441,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JAN2016,2016,01,C087,CABLECOM,G004,GRUPO TELEVISA,"71,378","32,145","38,787",446,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15FEB2016,2016,02,C087,CABLECOM,G004,GRUPO TELEVISA,"71,709","32,294","38,967",448,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAR2016,2016,03,C087,CABLECOM,G004,GRUPO TELEVISA,"71,631","32,259","38,924",447,1
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15APR2016,2016,04,C087,CABLECOM,G004,GRUPO TELEVISA,"71,441","32,174","38,821",446,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15MAY2016,2016,05,C087,CABLECOM,G004,GRUPO TELEVISA,"71,575","32,234","38,894",447,0
100685,"TELEVICABLE DEL CENTRO, S.A. DE C.V.",15JUN2016,2016,06,C087,CABLECOM,G004,GRUPO TELEVISA,"71,939","32,398","39,092",449,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15JAN2019,2019,01,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15FEB2019,2019,02,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15MAR2019,2019,03,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15APR2019,2019,04,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15MAY2019,2019,05,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100689,"ELARA COMUNICACIONES, S.A. DE C.V.",15JUN2019,2019,06,C165,ELARA COMUNICACIONES,C165,ELARA COMUNICACIONES,"2,846",775,"2,071",0,0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2013,2013,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"183,077","24,497","156,943","1,636",1
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2013,2013,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"183,617","23,627","158,298","1,692",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2013,2013,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"184,822","23,320","159,700","1,802",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2013,2013,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"187,338","22,507","162,870","1,961",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2013,2013,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"189,934",42,"187,759","2,133",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2013,2013,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"194,696",39,"192,402","2,255",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2013,2013,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"198,560",36,"196,076","2,448",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2013,2013,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"203,738",36,"201,018","2,683",1
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2013,2013,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"205,700",34,"202,732","2,934",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2013,2013,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"211,799",16,"208,567","3,216",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2013,2013,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"217,477",12,"213,817","3,648",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2013,2013,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"222,988",10,"218,625","4,353",0
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2014,2014,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"230,058",11,"225,161","4,872",14
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2014,2014,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"235,044",10,"229,939","5,059",36
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2014,2014,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"239,481",9,"233,950","5,441",81
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2014,2014,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"244,048",8,"238,131","5,811",98
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2014,2014,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"247,483",6,"240,994","6,357",126
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2014,2014,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"251,704",6,"244,677","6,872",149
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2014,2014,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"253,770",5,"246,310","7,280",175
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2014,2014,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"257,081",4,"249,175","7,702",200
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2014,2014,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"260,249",2,"251,825","8,205",217
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2014,2014,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"264,814",1,"255,814","8,761",238
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2014,2014,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"267,474",1,"257,933","9,288",252
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2014,2014,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"269,979",1,"187,255","82,455",268
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2015,2015,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"275,025",1,"193,610","81,125",289
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2015,2015,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"281,672",1,"204,084","77,242",345
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2015,2015,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"290,636",1,"216,966","73,275",394
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2015,2015,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"301,042",1,"48,697","252,055",289
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2015,2015,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"311,112",1,"50,326","260,486",299
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2015,2015,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"321,517",1,"52,009","269,198",309
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2015,2015,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"352,211",1,"82,015","269,407",788
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2015,2015,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"362,713",1,"79,338","282,544",830
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2015,2015,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"380,989",1,"76,457","303,635",896
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2015,2015,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"392,988",1,"71,993","320,674",320
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2015,2015,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"405,517",1,"68,936","336,243",337
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2015,2015,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"416,527",1,"67,377","348,747",402
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2016,2016,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"419,499",1,"67,858","351,236",404
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2016,2016,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"422,471",1,"68,339","353,724",407
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2016,2016,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"425,250",1,"68,788","356,051",410
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2016,2016,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"428,221",1,"69,269","358,538",413
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2016,2016,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"431,098",1,"69,734","360,947",416
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2016,2016,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"434,070",1,"70,215","363,436",418
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2016,2016,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"436,944",1,"70,680","365,842",421
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2016,2016,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"439,915",1,"71,161","368,329",424
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2016,2016,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"442,888",1,"71,641","370,819",427
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2016,2016,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"445,764",1,"72,107","373,227",429
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2016,2016,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"448,735",1,"72,587","375,714",433
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2016,2016,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"451,610",1,"73,052","378,121",436
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2017,2017,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"454,582",1,"73,533","380,610",438
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2017,2017,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"458,313",1,"74,137","383,734",441
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2017,2017,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"462,680",1,"74,843","387,390",446
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2017,2017,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"465,085",1,"75,232","389,404",448
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2017,2017,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"469,985",,"38,774","429,393","1,818"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2017,2017,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"474,758",,"38,888","433,990","1,880"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2017,2017,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"487,614",,"39,023","446,688","1,903"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2017,2017,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"492,058",,"39,132","450,978","1,948"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2017,2017,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"494,612",,"39,335","453,360","1,917"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2017,2017,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"499,060",,"39,633","457,486","1,941"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2017,2017,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"505,292",,"39,081","464,181","2,030"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2017,2017,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"516,068",,"39,902","474,108","2,058"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2018,2018,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"525,230",,"40,108","482,998","2,124"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2018,2018,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"531,158",,"40,039","488,974","2,145"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2018,2018,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"537,577",,"39,973","495,421","2,183"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15APR2018,2018,04,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"543,213",,"39,769","501,187","2,257"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAY2018,2018,05,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"550,771",,"39,481","508,963","2,327"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUN2018,2018,06,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"555,155",,"38,921","513,946","2,288"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JUL2018,2018,07,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"555,834",,"37,874","514,728","3,232"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15AUG2018,2018,08,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"557,541",,"37,536","516,961","3,044"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15SEP2018,2018,09,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"561,287",,"36,681","521,542","3,064"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15OCT2018,2018,10,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"567,168",,"36,623","527,722","2,823"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15NOV2018,2018,11,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"575,438",,"34,100","538,556","2,782"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15DEC2018,2018,12,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"582,398",,"35,710","543,763","2,925"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15JAN2019,2019,01,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"592,217",,"36,476","552,887","2,854"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15FEB2019,2019,02,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"596,415",,"35,411","558,102","2,902"
100692,"TELEVISION INTERNACIONAL, S.A. DE C.V.",15MAR2019,2019,03,C571,TELEVISION INTERNACIONAL,G004,GRUPO TELEVISA,"603,523",,"36,593","563,991","2,939"
